id,title,authors,average_rating,isbn,language_code,num_pages,publication_date,category,publisher,image_url,,,
11349,The Return: Nightfall,Toni Morrison,3.93,452263492,eng,174,9/1/1987,Art/architecture,Plume,https://images.gr-assets.com/books/1347414391m/3934321.jpg,,,
11352,The People of Sparks,Toni Morrison,3.93,99760010,eng,189,5/7/2005,Autobiography,Vintage Books,https://images.gr-assets.com/books/1397931991m/3467.jpg,,,
11355,Narziß und Goldmund,Toni Morrison,3.93,2264026219,fre,431,2/20/1997,Biography,Editions 10/18,https://images.gr-assets.com/books/1374680750m/5954.jpg,,,
11359,The Sandman: Fables and Reflections,Toni Morrison,3.93,1400033446,eng,320,6/8/2004,Business/economics,Vintage,https://images.gr-assets.com/books/1311961999m/25106.jpg,,,
11364,The Bone Season,Scott Leonard/Megan McMorris,4.24,1566915902,eng,912,4/29/2005,Crafts/hobbies,Rick Steves,https://images.gr-assets.com/books/1421412990m/17199504.jpg,,,
11366,Little Dorrit,Barbara W. Tuchman/Robert K. Massie,4.17,345476093,eng,606,8/3/2004,Cookbook,Ballantine Books,https://images.gr-assets.com/books/1496619146m/31250.jpg,,,
11371,Eagle Strike,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,eng,400,10/4/2005,Diary,NAL Trade,https://images.gr-assets.com/books/1373920729m/175004.jpg,,,
11372,Valley of the Dolls,Sinclair Lewis,3.66,486431673,en-US,320,9/22/2003,Dictionary,Dover Publications,https://images.gr-assets.com/books/1328281855m/50833.jpg,,,
11373,The Source,Sinclair Lewis/Brooke Allen,3.77,1593080360,en-US,560,8/1/2003,Encyclopedia,Barnes  Noble Classics,https://images.gr-assets.com/books/1412531751m/12657.jpg,,,
11376,You Shall Know Our Velocity!,Sinclair Lewis,3.77,375753141,eng,454,11/1/2000,Guide,Modern Library,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11377,ثلاثية غرناطة,Sinclair Lewis/Richard R. Lingeman,3.9,1931082081,en-US,1346,8/26/2002,Health/fitness,Library of America,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11378,We're Going on a Bear Hunt,Sinclair Lewis,3.99,2859405461,fre,352,10/1/1998,History,Phébus,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11380,Vampire Academy Collection,Arthur Golden,4.11,3442726328,ger,573,2/1/2000,Home and garden,Wilhelm Goldmann Verlag  GmbH,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11383,Guardians of the West,Arthur Edward Waite,3.9,766144739,eng,184,4/7/2003,Humor,Kessinger Publishing,https://images.gr-assets.com/books/1342528416m/673657.jpg,,,
11389,The Search,Sinclair Lewis/E.L. Doctorow,3.82,451526910,eng,428,6/1/1953,Journal,Harcourt Brace Jovanovich,https://images.gr-assets.com/books/1302725483m/7076706.jpg,,,
11390,Honeymoon,Ray Bradbury,3.94,965020452,eng,293,1/1/2001,Math,Bookspan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11399,Pandora's Star,Charles R. Swindoll,4.2,1418503460,en-US,268,4/6/2005,Memoir,Nelson Reference & Electronic Publishing,https://images.gr-assets.com/books/1440699949m/45252.jpg,,,
11406,How to Eat Fried Worms,Jan Frank,3.97,898401879,eng,197,4/1/1987,Philosophy,Here's Life Publishers,https://images.gr-assets.com/books/1320519921m/322351.jpg,,,
11413,The Raven and Other Poems,John Eldredge/Stasi Eldredge,3.91,785264698,en-US,243,4/5/2005,Prayer,Nelson Books,https://images.gr-assets.com/books/1297913274m/269322.jpg,,,
11426,The Weight of Silence,Karen Kingsbury,4.42,842387463,eng,345,10/1/2006,"Religion, spirituality, and new age",Tyndale House Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11427,Trigger Warning: Short Fictions and Disturbances,Karen Kingsbury,4.44,842387455,eng,342,8/1/2006,Textbook,Tyndale House Publishers,https://images.gr-assets.com/books/1415036119m/22522808.jpg,,,
11428,Lincoln,Karen Kingsbury,4.43,1414307640,eng,346,2/22/2007,True crime,Tyndale House Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11429,Magic Burns,Karen Kingsbury,4.32,031024756X,eng,337,1/1/2007,Review,Zondervan,https://images.gr-assets.com/books/1311280284m/1811543.jpg,,,
11430,The Quiet American,Karen Kingsbury/Gary Smalley,4.45,842382895,eng,384,9/1/2003,Science,Tyndale House Publishers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11431,The Proposition,Karen Kingsbury,4.49,446579629,eng,640,10/10/2006,Self help,FaithWords,https://images.gr-assets.com/books/1355433171m/16062211.jpg,,,
11432,Cause of Death,Karen Kingsbury/Gary Smalley,4.5,842386882,en-US,400,7/1/2004,Sports and leisure,Tyndale House Publishers,https://images.gr-assets.com/books/1327632787m/6541.jpg,,,
11433,Master and Commander,Karen Kingsbury/Gary Smalley,4.38,842356223,eng,384,7/22/2002,Travel,Tyndale House Publishers,https://images.gr-assets.com/books/1467992540m/77430.jpg,,,
11434,孫悟空と仲間たち,Karen Kingsbury,4.41,842387447,eng,358,9/23/2005,True crime,Tyndale House Publishers,https://images.gr-assets.com/books/1442541694m/969275.jpg,,,
11436,Revelation Space,Karen Kingsbury/Gary Smalley,4.46,84386874,eng,344,3/22/2004,Action and adventure,Tyndale House Publishers,https://images.gr-assets.com/books/1405532042m/89187.jpg,,,
11437,Private,Raymond Carver,4.42,679722319,eng,544,9/12/2000,Alternate history,Vintage Contemporaries,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11439,Wicked Appetite,Raymond Carver,4.3,375703802,eng,416,4/4/2000,Anthology,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11441,Tales from a Not-So-Fabulous Life,Raymond Carver/Robert Altman,4.11,679748644,eng,157,9/14/1993,Chick lit,Vintage,https://images.gr-assets.com/books/1370064528m/6054449.jpg,,,
11449,A Hunger Like No Other,Raymond Carver,4.28,679723692,eng,230,6/18/1989,Children's,Vintage Contemporaries,https://images.gr-assets.com/books/1357616154m/14384.jpg,,,
11463,A Million Suns ,Tobias Wolff/Luann Walther,4.08,679760237,eng,240,9/26/1995,Classic,Vintage,https://images.gr-assets.com/books/1330214586m/10345927.jpg,,,
11464,The High Lord,Tobias Wolff,3.82,747574650,eng,196,2/7/2005,Comic book,Bloomsbury,https://images.gr-assets.com/books/1327357942m/28251.jpg,,,
11466,The Valley of Amazement,Tobias Wolff,3.98,802136680,eng,304,1/20/2000,Coming-of-age,Grove Press,https://images.gr-assets.com/books/1362956150m/17383934.jpg,,,
11468,Three Weeks with My Brother,Tobias Wolff,4.11,679745130,eng,576,9/6/1994,Crime,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11472,The High King ,Philip Gourevitch,4.24,312243359,eng,356,9/4/1999,Drama,Picador USA,https://images.gr-assets.com/books/1407209964m/24781.jpg,,,
11473,Die for Me,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37,312361750,eng,510,10/17/2006,Fairytale,Picador USA,https://images.gr-assets.com/books/1358427893m/9462812.jpg,,,
11478,Gift from the Sea,Paul Hendrickson,4.01,067978117X,eng,448,10/28/1997,Fantasy,Vintage,https://images.gr-assets.com/books/1328312670m/77295.jpg,,,
11481,Confessions of an Economic Hit Man,Paul Hendrickson,3.81,375704256,eng,368,1/6/2004,Graphic novel,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11482,Ficciones,Paul Hendrickson/Marion Post Wolcott,4.07,394577299,eng,297,4/21/1992,Historical fiction,Alfred A. Knopf,https://images.gr-assets.com/books/1388197956m/426504.jpg,,,
11486,Winter Prey,Alice Walker,4.2,671727796,eng,295,4/1/2004,Horror,Pocket,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11492,The Complete Short Stories of Ernest Hemingway,Melody Carlson,3.49,1576839508,eng,213,9/5/2006,Mystery,Th1nk Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11494,Dandelion Wine,Saul Bellow,3.86,140189440,eng,487,6/1/1996,Paranormal romance,Penguin Classics,https://images.gr-assets.com/books/1374049845m/50033.jpg,,,
11499,The Mummy,Chaim Potok,4.15,1400095417,eng,368,11/8/2005,Picture book,Anchor Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11502,Switch: How to Change Things When Change Is Hard,Chaim Potok,4.16,449001156,eng,384,9/10/1997,Poetry,Ballantine Books,https://images.gr-assets.com/books/1422839688m/6570502.jpg,,,
11503,Trail of Broken Wings,Chaim Potok,4.08,044900113X,eng,416,9/10/1997,Political thriller,Ballantine Books,https://images.gr-assets.com/books/1427135077m/24228353.jpg,,,
11507,The Collector,Chaim Potok,4.21,1400031044,eng,369,3/11/2003,Romance,Anchor,https://images.gr-assets.com/books/1394828024m/243705.jpg,,,
11511,Fairest,Dan Simmons,3.9,2207254410,fre,999,6/8/2003,Satire,Denoël,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11514,Timequake,Dan Simmons,4.25,2266106341,fre,410,7/6/2000,Science fiction,Pocket,https://images.gr-assets.com/books/1405784951m/9594.jpg,,,
11516,The Orchardist,Dan Simmons/Jean-Daniel Brèque,3.81,220724038X,fre,357,3/15/1994,Short story,Denoël,https://images.gr-assets.com/books/1335562453m/13540215.jpg,,,
11518,One Summer: America 1927,Dan Simmons/Guy Abadia,3.33,2268043185,fre,436,11/20/2002,Suspense,Éditions du Rocher,https://images.gr-assets.com/books/1380292864m/17262366.jpg,,,
11519,Evening Class,Dan Simmons,3.71,2226074740,fre,464,10/1/1994,Thriller,Albin Michel,https://images.gr-assets.com/books/1368673760m/41967.jpg,,,
11520,The Talismans of Shannara,Dan Simmons,4.17,3442353920,ger,672,2/1/2001,Western,Blanvalet Taschenbuch,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11525,Anne of Windy Poplars,Patricia Schultz,3.85,761104844,eng,992,5/22/2003,Young adult,Workman Publishing Company,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11535,Герой нашего времени,Dan Simmons,3.8,380789175,eng,580,8/1/2000,Art/architecture,HarperTorch,https://images.gr-assets.com/books/1344023178m/226378.jpg,,,
11541,The Atonement Child,Robert R. McCammon,4.28,067162413X,eng,956,6/1/1987,Autobiography,Pocket Books,https://images.gr-assets.com/books/1406513472m/9943.jpg,,,
11548,Amsterdam,Robert R. McCammon,3.9,671739441,en-GB,496,5/1/1991,Biography,Pocket Books,https://images.gr-assets.com/books/1403191209m/6862.jpg,,,
11549,Theodore Rex,Robert R. McCammon,3.93,671743074,eng,400,8/1/1993,Business/economics,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11550,The Far Pavilions,Robert R. McCammon,3.92,671769928,eng,416,10/1/1992,Crafts/hobbies,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11551,Nothing to Lose,Robert R. McCammon,4.06,671731424,eng,603,8/15/1990,Cookbook,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11552,Falling Into You,Robert R. McCammon,3.89,067176991X,eng,432,10/1/1992,Diary,Pocket Books,https://images.gr-assets.com/books/1363055080m/17448960.jpg,,,
11553,Adultério,Robert R. McCammon,4.35,671743058,eng,580,5/1/1992,Dictionary,Pocket Books,https://images.gr-assets.com/books/1406247571m/20819682.jpg,,,
11556,The Rithmatist ,Robert R. McCammon,3.87,671737767,en-US,538,4/1/1988,Encyclopedia,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11557,The Christmas Shoes,Robert R. McCammon,4.28,671741039,eng,956,6/1/1987,Guide,Pocket Books,https://images.gr-assets.com/books/1434144615m/42172.jpg,,,
11563,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Stephen King,3.64,042518160X,eng,400,9/1/2001,Health/fitness,Berkley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11565,"Mystery Man (Dream Man, #1)",Stephen King/Glenn Chadbourne,4.47,1587671409,eng,281,10/30/2006,History,Cemetery Dance Publications,https://images.gr-assets.com/books/1483487036m/12299419.jpg,,,
11566,Curious George Goes to the Hospital,Stephen King,4.44,451933028,eng,592,9/1/1996,Home and garden,Penguin Signet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11570,The Snowball: Warren Buffett and the Business of Life,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,2226131906,fre,688,3/1/2002,Humor,Albin Michel,https://images.gr-assets.com/books/1320458276m/2054761.jpg,,,
11571,The Bride,Stephen King,3.92,965796930,en-US,376,1/1/1999,Journal,Book of the Month Club,https://images.gr-assets.com/books/1334369134m/107779.jpg,,,
11574,Erak's Ransom,Stephen King/Robin Waterfield,4.25,582418178,eng,80,12/20/1999,Math,Penguin Books,https://images.gr-assets.com/books/1327918666m/2836109.jpg,,,
11580,Missing Υou,Stephen King/Bernie Wrightson/Michele Wrightson,4.07,452253802,eng,66,8/1/1982,Memoir,Plume,https://images.gr-assets.com/books/1373737793m/18114060.jpg,,,
11584,Kar,Stephen King,4.33,340820462,eng,384,9/1/2001,Philosophy,New English Library,https://images.gr-assets.com/books/1357684424m/11691.jpg,,,
11588,Halt's Peril,Stephen King,4.22,450040186,eng,659,7/1/1980,Prayer,New English Library (Hodder & Stoughton),https://images.gr-assets.com/books/1327902875m/6348045.jpg,,,
11594,The Apprentice,Stephen King/Verónica Canales,4.24,9506440824,spa,496,4/28/2006,"Religion, spirituality, and new age",Plaza y Janés,https://images.gr-assets.com/books/1467859772m/715834.jpg,,,
11597,Betty Crocker's Cookbook,Stephen King,3.77,045052468X,eng,469,10/7/1990,Textbook,New English Library,https://images.gr-assets.com/books/1431198491m/1127996.jpg,,,
11601,Elsewhere,Lois H. Gresh/Robert E. Weinberg,3.42,471782475,eng,272,8/1/2007,True crime,Wiley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11604,Stay Close,Stephen King,3.59,671042858,eng,264,2/1/2000,Review,Pocket Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11605,The Quickie,Stephen King/Josh Hamilton,3.63,743525876,eng,66,5/1/2002,Science,Simon  Schuster Audio,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11606,Step on a Crack,Stephen King/Richard Bachman,4.11,453005071,eng,692,10/4/1985,Self help,NAL Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11608,Counting by 7s,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,060981088X,spa,424,9/4/2001,Sports and leisure,Plaza y Janés,https://images.gr-assets.com/books/1396225872m/15937108.jpg,,,
11611,,Raynold Gideon,4.32,9998691567,eng,96,6/1/1986,Travel,Columbia Pictures Pubns,https://images.gr-assets.com/books/1306377308m/6421588.jpg,,,
11613,"A Kiss of Shadows (Merry Gentry, #1)",Stephen King/Eduardo Goligorsky,4.34,8401321689,spa,613,7/10/1986,True crime,Plaza & Janes Editores Sa,https://images.gr-assets.com/books/1486707201m/139417.jpg,,,
11616,Executive Power,Judith Farr/Louise Carter,3.84,067401829X,eng,350,10/1/2005,Action and adventure,Harvard University Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11617,Savor the Moment,Richard B. Sewall,4.29,674530802,eng,821,7/15/1998,Alternate history,Harvard University Press,https://images.gr-assets.com/books/1415065163m/6781956.jpg,,,
11619,The Most Dangerous Game,Emily Dickinson/R.W. Franklin,4.25,674018249,eng,690,10/1/2005,Anthology,Belknap Press,https://images.gr-assets.com/books/1386885674m/157076.jpg,,,
11621,Little Brother,Emily Dickinson,4.17,385487185,eng,299,4/14/1997,Chick lit,Doubleday Books,https://images.gr-assets.com/books/1349673129m/954674.jpg,,,
11623,Dearly Devoted Dexter,Sylvia Plath/Karen V. Kukil,4.31,385720254,eng,732,10/17/2000,Children's,Anchor,https://images.gr-assets.com/books/1327896144m/136081.jpg,,,
11625,Essential Rumi,Sylvia Plath/Frieda Hughes,4.27,60732601,eng,256,3/6/2018,Classic,Harper Perennial Modern Classics,https://images.gr-assets.com/books/1391414844m/304079.jpg,,,
11627,Inside the O'Briens,Sylvia Plath,4.19,375704469,eng,84,5/19/1998,Comic book,Vintage,https://images.gr-assets.com/books/1423486279m/22716194.jpg,,,
11630,Memories of Ice,Paul Alexander,3.92,306812991,eng,402,9/18/2003,Coming-of-age,Da Capo Press,https://images.gr-assets.com/books/1316729348m/175983.jpg,,,
11632,Odd Hours,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,385493916,eng,384,5/11/1998,Crime,Anchor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11635,The Dead Girls' Dance,Ronald Hayman,3.67,750934220,eng,224,7/24/2003,Drama,Sutton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11643,"The Realms of the Gods (Immortals, #4)",Keri Hulme,3.72,807611689,eng,239,2/1/1987,Fairytale,George Braziller,https://images.gr-assets.com/books/1262375414m/13834.jpg,,,
11648,One Second After,Philip Roth,3.58,061873516X,en-US,182,5/9/2006,Fantasy,Houghton Mifflin,https://images.gr-assets.com/books/1316728333m/4922079.jpg,,,
11650,Gregor and the Curse of the Warmbloods,Philip Roth,3.92,99771810,eng,432,3/5/1998,Graphic novel,Vintage,https://images.gr-assets.com/books/1397852674m/385706.jpg,,,
11653,The Lover's Dictionary,Philip Roth,3.81,375707212,eng,323,11/2/1999,Historical fiction,Vintage,https://images.gr-assets.com/books/1312055996m/9279177.jpg,,,
11654,Art Through the Ages ,Philip Roth,3.85,679772596,eng,451,8/6/1996,Horror,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11655,The Wishsong of Shannara ,Philip Roth,3.91,679749047,eng,336,8/6/1996,Mystery,Vintage,https://images.gr-assets.com/books/1328325115m/15567.jpg,,,
11656,The Darkest Kiss,John Updike,4.26,679444599,eng,1520,10/17/1995,Paranormal romance,Everyman's Library,https://images.gr-assets.com/books/1399691671m/2498983.jpg,,,
11657,The Sugar Queen,John Updike,3.17,307264653,eng,320,6/6/2006,Picture book,Knopf,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11663,Pure,John Updike,3.98,345464567,eng,640,11/4/2003,Poetry,Ballantine Books,https://images.gr-assets.com/books/1296780419m/9761771.jpg,,,
11664,Purple Hibiscus,John Updike,3.45,449911632,eng,272,8/27/1996,Political thriller,Random House Trade Paperbacks,https://images.gr-assets.com/books/1329431038m/126381.jpg,,,
11665,No One Belongs Here More Than You,James Plath,3.57,878057005,eng,302,10/21/2011,Romance,University Press of Mississippi,https://images.gr-assets.com/books/1341079226m/113429.jpg,,,
11666,Hammered,John Updike,3.97,449911942,eng,608,8/27/1996,Satire,Random House Trade,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11668,No Rest for the Wicked,Jacquelyn Reinach/Richard Hefter,4.02,30420563,eng,32,3/1/1978,Science fiction,Holt  Rinehart and Winston  Inc.,https://images.gr-assets.com/books/1357615569m/14383.jpg,,,
11669,Extreme Measures,Oscar Hijuelos,3.68,60845309,en-US,448,7/5/2005,Short story,Harper Perennial,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11670,"Saga, Volume Four",Oscar Hijuelos,3.76,60927542,eng,256,12/23/2003,Suspense,Harper Perennial,https://images.gr-assets.com/books/1486028981m/23093367.jpg,,,
11671,A Beautiful Wedding,Oscar Hijuelos,3.45,60928697,eng,368,6/17/2003,Thriller,Harper Perennial,https://images.gr-assets.com/books/1384555141m/18528454.jpg,,,
11672,Bad Monkey,Oscar Hijuelos,3.69,60975946,eng,496,12/23/2003,Western,Harper Perennial,https://images.gr-assets.com/books/1359148688m/16071701.jpg,,,
11684,Sisterland,Edward P. Jones,3.83,7195303,eng,388,10/1/2004,Young adult,Harper Perennial,https://images.gr-assets.com/books/1362466425m/16099180.jpg,,,
11686,"Juliet, Naked",John Cheever/Pelle Fritz-Crone,4.27,375724427,eng,693,5/16/2000,Art/architecture,Vintage International,https://images.gr-assets.com/books/1480092420m/6224826.jpg,,,
11690,Chicken Soup for the Soul,Orhan Pamuk,3.79,1400033888,eng,356,7/11/2006,Autobiography,Vintage International,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11692,Tears of the Giraffe,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,eng,466,7/11/2006,Biography,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11693,The Concrete Blonde,Orhan Pamuk/Victoria Rowe Holbrook,3.46,571164668,eng,161,7/26/2000,Business/economics,Faber and Faber,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11695,,Orhan Pamuk/Rafael Carpintero,3.56,9707707763,spa,282,10/1/2006,Crafts/hobbies,Alfaguara,https://images.gr-assets.com/books/1335114363m/13612739.jpg,,,
11697,Carpe Jugulum,Ian Jack,3.83,1929001150,eng,254,5/7/2004,Cookbook,Grove Press  Granta,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11698,The Warlord Wants Forever,Orhan Pamuk/Rafael Carpintero,3.85,8466368876,spa,687,1/1/2007,Diary,Punto de Lectura,https://images.gr-assets.com/books/1254801341m/6388558.jpg,,,
11701,Bluebeard,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.3,811211738,eng,669,4/17/1991,Dictionary,New Directions Publishing Corporation,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11702,"Good Faeries, Bad Faeries",Octavio Paz/Lysander Kemp/Yara Milos,4.14,080215042X,eng,398,1/12/1994,Encyclopedia,Grove Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11704,,Octavio Paz/Margaret Sayers Peden,4.22,674821068,eng,547,1/2/1990,Guide,Belknap Press,https://images.gr-assets.com/books/1344264696m/7726892.jpg,,,
11705,Cycle of the Werewolf,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,811208990,eng,160,9/17/1984,Health/fitness,New Directions,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11707,The Devil's Arithmetic,Octavio Paz/Helen Lane,4.21,156003651,eng,276,6/1/1996,History,Harcourt,https://images.gr-assets.com/books/1342046407m/91357.jpg,,,
11715,The World Without Us,Anthony Minghella/Michael Ondaatje,3.86,413715000,eng,224,2/24/1997,Home and garden,Bloomsbury Methuen Drama,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11723,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",A.S. Byatt,3.65,676503187,eng,292,3/29/1994,Humor,Vintage Books,https://images.gr-assets.com/books/1403179592m/239186.jpg,,,
11728,The Rumor,Penelope Fitzgerald,3.47,395859972,eng,226,4/15/1997,Journal,Mariner Books,https://images.gr-assets.com/books/1418769681m/23341607.jpg,,,
11729,Orlando: A Biography,Penelope Fitzgerald/Frank Kermode,4.07,1400041260,en-US,472,9/23/2003,Math,Everyman's Library,https://images.gr-assets.com/books/1443118010m/18839.jpg,,,
11734,Thanks for the Memories,Philip Roth,3.88,99282194,eng,384,4/5/2001,Memoir,Vintage,https://images.gr-assets.com/books/1328019535m/2410506.jpg,,,
11741,Agnes Grey,Marilynne Robinson,3.82,312424094,eng,219,11/1/2004,Philosophy,Picador USA,https://images.gr-assets.com/books/1400875530m/298230.jpg,,,
11751,Angels Fall,Edward P. Jones,3.78,60557567,en-US,399,8/29/2006,Prayer,Amistad,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11752,Pursuit of Honor,Edward P. Jones,4.03,006079528X,eng,268,11/30/2004,"Religion, spirituality, and new age",Amistad Press,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11762,"Acheron (Dark-Hunter, #15) - Part 1",Don DeLillo,3.87,140283307,eng,320,6/1/1999,Textbook,Penguin Books,https://images.gr-assets.com/books/1437687512m/2299110.jpg,,,
11765,South of Broad,Don DeLillo,3.43,2868698220,eng,454,8/10/1993,True crime,Actes Sud,https://images.gr-assets.com/books/1320532445m/6135237.jpg,,,
11766,The Birth House,Don DeLillo,3.41,743273060,eng,112,1/10/2006,Review,Scribner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11767,Fade,Don DeLillo,3.24,743203968,eng,128,2/5/2002,Science,Scribner,https://images.gr-assets.com/books/1293805966m/3657138.jpg,,,
11768,The Little Friend,John Irving,3.9,552992097,eng,520,10/22/1982,Self help,Black Swan,https://images.gr-assets.com/books/1327936589m/775346.jpg,,,
11769,Percy Jackson and the Olympians Boxed Set,John Irving,3.9,552120405,eng,428,12/31/1982,Sports and leisure,Corgi Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11771,Savvy,John Irving/Hans Hermann,3.9,3257211945,ger,597,1/1/1984,Travel,Diogenes Verlag,https://images.gr-assets.com/books/1480110534m/2133795.jpg,,,
11772,The Book of Basketball: The NBA According to The Sports Guy,John Irving/Iris Menéndez,3.9,8472238660,spa,457,9/1/1995,True crime,TusQuets,https://images.gr-assets.com/books/1320424763m/4452257.jpg,,,
11777,London Bridges,Joyce Carol Oates,3.23,61125644,eng,288,10/17/2006,Action and adventure,Ecco,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
11779,لا تحزن,Joyce Carol Oates/Elaine Showalter,3.71,345484401,eng,576,9/12/2006,Alternate history,Modern Library,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
